advertiserName;date;creativeType;deviceCategoryName;totalLineItemLevelImpressions;totalLineItemLevelClicks;totalLineItemLevelCtr;clickThroughConversions;viewThroughConversions
Cliente 1;06/06/2023;Custom;Tablet;8387;166;0,01979;88;305
Cliente 1;06/06/2023;Other;Desktop;1377;282;0,20479;259;242
Cliente 1;06/06/2023;Other;SmartTV;2446;318;0,13001;312;436
Cliente 1;06/06/2023;Third-party;SmartTV;40131;146;0,00364;112;145
Cliente 1;06/06/2023;Video creative sets;Desktop;921;182;0,19761;69;51
Cliente 1;06/06/2023;Other;Desktop;15872;380;0,02394;266;194
Cliente 1;06/06/2023;Image;Desktop;48197;194;0,00403;88;231
Cliente 1;06/06/2023;Custom;Desktop;29558;162;0,00548;19;250
Cliente 1;06/06/2023;DoubleClick Rich Media;Desktop;29953;291;0,00972;4;223
Cliente 1;06/06/2023;HTML5;Tablet;1803;155;0,08597;69;355
Cliente 1;06/06/2023;Custom;Desktop;13034;329;0,02524;314;294
Cliente 1;06/06/2023;Other;Smartphone;46593;320;0,00687;76;437
Cliente 1;06/06/2023;Other;SmartTV;28570;314;0,01099;88;323
Cliente 1;06/06/2023;Programmatic;SmartTV;43693;385;0,00881;148;107
Cliente 1;06/06/2023;Video creative sets;Smartphone;5369;131;0,02440;78;465
Cliente 1;06/06/2023;HTML5;Desktop;35197;297;0,00844;127;128
Cliente 1;06/06/2023;HTML5;SmartTV;242;401;1,65702;77;31
Cliente 1;06/06/2023;DoubleClick Rich Media;Tablet;39711;175;0,00441;63;492
Cliente 1;06/06/2023;Custom template;Smartphone;10247;8;0,00078;7;39
Cliente 1;06/06/2023;HTML5;Smartphone;6206;2;0,00032;1;65
Cliente 1;06/06/2023;Programmatic;Desktop;6978;423;0,06062;176;462
Cliente 1;06/06/2023;DoubleClick Rich Media;Tablet;24496;139;0,00567;40;402
Cliente 1;06/06/2023;Custom template;Desktop;42444;104;0,00245;41;264
Cliente 1;06/06/2023;Programmatic;Desktop;23210;173;0,00745;120;109
Cliente 1;06/06/2023;Custom template;Tablet;29213;352;0,01205;343;311
Cliente 1;06/06/2023;Custom;Tablet;8687;128;0,01473;29;336
Cliente 1;06/06/2023;Custom;SmartTV;10808;427;0,03951;316;265
Cliente 1;06/06/2023;Other;Smartphone;32530;271;0,00833;196;38
Cliente 1;06/06/2023;Programmatic;Desktop;22580;256;0,01134;202;399
Cliente 1;06/06/2023;Other;SmartTV;35269;301;0,00853;52;302
Cliente 1;06/06/2023;Programmatic;SmartTV;6261;330;0,05271;61;399
Cliente 1;07/06/2023;Programmatic;SmartTV;22908;401;0,01750;329;274
Cliente 1;07/06/2023;Custom;Desktop;43212;378;0,00875;234;72
Cliente 1;07/06/2023;Custom template;Smartphone;31256;481;0,01539;177;278
Cliente 1;07/06/2023;Custom template;Desktop;22278;274;0,01230;190;385
Cliente 1;07/06/2023;Third-party;SmartTV;35680;224;0,00628;12;210
Cliente 1;07/06/2023;Video creative sets;SmartTV;34561;123;0,00356;75;142
Cliente 1;07/06/2023;DoubleClick Rich Media;Smartphone;39425;124;0,00315;78;250
Cliente 1;07/06/2023;Video creative sets;SmartTV;27397;42;0,00153;22;307
Cliente 1;07/06/2023;HTML5;Tablet;2350;5;0,00213;4;435
Cliente 1;07/06/2023;Custom;Tablet;24879;321;0,01290;104;63
Cliente 1;07/06/2023;DoubleClick Rich Media;Smartphone;32292;486;0,01505;158;436
Cliente 1;07/06/2023;Other;Desktop;48144;301;0,00625;157;477
Cliente 1;07/06/2023;Custom;Desktop;2290;442;0,19301;243;93
Cliente 1;07/06/2023;Programmatic;SmartTV;21725;98;0,00451;9;294
Cliente 1;07/06/2023;HTML5;Smartphone;10171;498;0,04896;108;29
Cliente 1;07/06/2023;Image;Smartphone;21420;42;0,00196;39;65
Cliente 1;07/06/2023;DoubleClick Rich Media;Tablet;36069;160;0,00444;7;451
Cliente 1;07/06/2023;Custom template;Smartphone;42081;489;0,01162;20;78
Cliente 1;07/06/2023;Custom;SmartTV;29322;424;0,01446;311;26
Cliente 1;07/06/2023;Third-party;Tablet;6825;433;0,06344;29;238
Cliente 1;07/06/2023;Video creative sets;Smartphone;372;47;0,12634;5;86
Cliente 1;07/06/2023;Other;Smartphone;44270;289;0,00653;89;422
Cliente 1;07/06/2023;Third-party;Tablet;46337;148;0,00319;136;149
Cliente 1;07/06/2023;Third-party;Desktop;11875;86;0,00724;15;471
Cliente 1;07/06/2023;Other;Tablet;24064;303;0,01259;83;323
Cliente 1;07/06/2023;Other;Desktop;13840;295;0,02132;115;459
Cliente 1;07/06/2023;Custom template;SmartTV;18795;34;0,00181;25;199
Cliente 1;07/06/2023;DoubleClick Rich Media;SmartTV;37796;132;0,00349;85;276
Cliente 1;07/06/2023;Image;Smartphone;49807;362;0,00727;105;66
Cliente 1;07/06/2023;Video creative sets;SmartTV;5085;265;0,05211;233;278
Cliente 1;07/06/2023;Video creative sets;Smartphone;2687;336;0,12505;288;405
Cliente 1;07/06/2023;Video creative sets;Desktop;2589;394;0,15218;322;282
Cliente 1;07/06/2023;DoubleClick Rich Media;SmartTV;9092;436;0,04795;227;284
Cliente 1;07/06/2023;Video creative sets;SmartTV;40340;371;0,00920;186;158
Cliente 1;07/06/2023;Video creative sets;Desktop;8831;161;0,01823;9;323
Cliente 1;07/06/2023;Programmatic;Desktop;42107;99;0,00235;14;50
Cliente 1;07/06/2023;Video creative sets;SmartTV;3489;426;0,12210;63;277
Cliente 1;07/06/2023;Third-party;Smartphone;19742;496;0,02512;364;58
Cliente 1;07/06/2023;Third-party;Tablet;42549;319;0,00750;12;297
Cliente 1;07/06/2023;HTML5;Smartphone;43269;315;0,00728;202;260
Cliente 1;07/06/2023;Custom template;Tablet;33131;405;0,01222;242;139
Cliente 1;07/06/2023;Third-party;SmartTV;22027;199;0,00903;25;427
Cliente 1;07/06/2023;Custom;Smartphone;8319;473;0,05686;7;488
Cliente 1;07/06/2023;Custom template;Tablet;4802;229;0,04769;119;295
Cliente 1;07/06/2023;Programmatic;Smartphone;2570;428;0,16654;173;484
Cliente 1;07/06/2023;Image;Desktop;42701;370;0,00866;229;33
Cliente 1;07/06/2023;Programmatic;Smartphone;23469;285;0,01214;125;61
Cliente 1;07/06/2023;Video creative sets;Smartphone;47073;395;0,00839;335;207
Cliente 1;07/06/2023;DoubleClick Rich Media;Smartphone;32801;296;0,00902;177;153
Cliente 1;07/06/2023;Video creative sets;Desktop;7552;205;0,02715;100;304
Cliente 1;07/06/2023;Image;SmartTV;33841;56;0,00165;1;397
Cliente 1;07/06/2023;Custom template;Smartphone;16655;401;0,02408;253;8
Cliente 1;07/06/2023;Image;Smartphone;16843;393;0,02333;55;438
Cliente 1;07/06/2023;Image;SmartTV;10802;314;0,02907;61;181
Cliente 1;07/06/2023;Custom;Smartphone;29570;186;0,00629;26;383
Cliente 1;07/06/2023;Other;Desktop;29965;165;0,00551;128;322
Cliente 1;07/06/2023;Video creative sets;Smartphone;5138;353;0,06870;315;353
Cliente 1;07/06/2023;Custom template;Smartphone;46525;475;0,01021;265;355
Cliente 1;07/06/2023;Custom;SmartTV;32932;233;0,00708;157;447
Cliente 1;07/06/2023;DoubleClick Rich Media;SmartTV;38714;290;0,00749;161;6
Cliente 1;07/06/2023;Custom;Smartphone;46482;52;0,00112;4;331
Cliente 1;07/06/2023;Third-party;Tablet;34885;394;0,01129;247;442
Cliente 1;07/06/2023;Video creative sets;Desktop;17289;218;0,01261;96;246
Cliente 1;07/06/2023;HTML5;Tablet;34228;32;0,00093;13;109
Cliente 1;07/06/2023;HTML5;Desktop;17934;320;0,01784;165;268
Cliente 1;07/06/2023;Custom;Smartphone;32966;459;0,01392;202;209
Cliente 1;07/06/2023;HTML5;Desktop;34846;407;0,01168;131;370
Cliente 1;07/06/2023;Custom;Desktop;10862;237;0,02182;200;486
Cliente 1;07/06/2023;Video creative sets;Desktop;168;236;1,40476;63;58
Cliente 1;07/06/2023;DoubleClick Rich Media;Tablet;27022;467;0,01728;459;124
Cliente 1;07/06/2023;Other;SmartTV;11833;374;0,03161;240;219
Cliente 1;07/06/2023;DoubleClick Rich Media;SmartTV;37368;352;0,00942;339;182
Cliente 1;07/06/2023;Image;Tablet;34248;275;0,00803;110;274
Cliente 1;07/06/2023;DoubleClick Rich Media;Tablet;2960;439;0,14831;180;310
Cliente 1;08/06/2023;HTML5;Tablet;16279;39;0,00240;17;124
Cliente 1;08/06/2023;HTML5;Desktop;15165;149;0,00983;143;415
Cliente 1;08/06/2023;Image;Desktop;26530;136;0,00513;111;261
Cliente 1;08/06/2023;Programmatic;SmartTV;27951;302;0,01080;268;352
Cliente 1;08/06/2023;HTML5;Tablet;6848;273;0,03987;251;224
Cliente 1;08/06/2023;Programmatic;Smartphone;16518;390;0,02361;301;404
Cliente 1;08/06/2023;Custom template;SmartTV;24649;223;0,00905;78;477
Cliente 1;08/06/2023;Other;Desktop;15648;189;0,01208;41;171
Cliente 1;08/06/2023;Programmatic;Smartphone;3377;37;0,01096;1;97
Cliente 1;08/06/2023;Image;Desktop;48076;453;0,00942;298;149
Cliente 1;08/06/2023;Video creative sets;Desktop;31968;436;0,01364;163;157
Cliente 1;08/06/2023;Video creative sets;Tablet;47664;416;0,00873;201;439
Cliente 1;08/06/2023;Other;Tablet;41444;119;0,00287;114;9
Cliente 1;08/06/2023;Other;Desktop;5032;472;0,09380;454;486
Cliente 1;08/06/2023;Third-party;Tablet;19328;432;0,02235;199;298
Cliente 1;08/06/2023;DoubleClick Rich Media;Smartphone;28826;450;0,01561;39;98
Cliente 1;08/06/2023;Video creative sets;Smartphone;33506;222;0,00663;84;440
Cliente 1;08/06/2023;Programmatic;Smartphone;29103;307;0,01055;250;105
Cliente 1;08/06/2023;Programmatic;Tablet;22393;79;0,00353;47;477
Cliente 1;08/06/2023;Custom template;Desktop;42096;476;0,01131;370;432
Cliente 1;08/06/2023;HTML5;SmartTV;45502;382;0,00840;289;391
Cliente 1;08/06/2023;Third-party;Tablet;9935;391;0,03936;267;437
Cliente 1;08/06/2023;DoubleClick Rich Media;SmartTV;23999;149;0,00621;123;427
Cliente 1;08/06/2023;Custom template;Tablet;22725;264;0,01162;7;255
Cliente 1;08/06/2023;HTML5;Smartphone;33500;328;0,00979;314;31
Cliente 1;08/06/2023;Programmatic;SmartTV;19190;472;0,02460;374;17
Cliente 1;08/06/2023;Third-party;Tablet;42403;101;0,00238;40;49
Cliente 1;08/06/2023;Programmatic;Desktop;15915;350;0,02199;76;50
Cliente 1;08/06/2023;Custom;Tablet;45857;80;0,00174;49;275
Cliente 1;08/06/2023;Third-party;SmartTV;43275;220;0,00508;60;205
Cliente 1;08/06/2023;Other;Smartphone;7640;381;0,04987;72;112
Cliente 1;08/06/2023;HTML5;Desktop;44889;107;0,00238;73;126
Cliente 1;08/06/2023;Other;Tablet;36371;437;0,01202;59;349
Cliente 1;08/06/2023;Custom template;Smartphone;9639;233;0,02417;86;58
Cliente 1;08/06/2023;HTML5;Smartphone;30881;177;0,00573;103;162
Cliente 1;08/06/2023;Programmatic;Tablet;6265;333;0,05315;19;399
Cliente 1;08/06/2023;Video creative sets;Smartphone;26287;31;0,00118;2;437
Cliente 1;08/06/2023;Video creative sets;Tablet;19156;117;0,00611;5;43
Cliente 1;08/06/2023;Third-party;Desktop;35325;1;0,00003;1;493
Cliente 1;08/06/2023;Image;Smartphone;42125;415;0,00985;11;121
Cliente 1;08/06/2023;Programmatic;Tablet;48027;375;0,00781;220;460
Cliente 1;08/06/2023;Video creative sets;Tablet;18482;86;0,00465;74;481
Cliente 1;08/06/2023;Image;SmartTV;42466;357;0,00841;330;461
Cliente 1;08/06/2023;HTML5;Desktop;15642;354;0,02263;245;402
Cliente 1;08/06/2023;Image;Tablet;3661;425;0,11609;226;239
Cliente 1;08/06/2023;Programmatic;Smartphone;35089;43;0,00123;11;316
Cliente 1;08/06/2023;Custom;SmartTV;34450;443;0,01286;188;482
Cliente 1;08/06/2023;Custom template;Smartphone;8727;15;0,00172;3;251
Cliente 1;08/06/2023;Third-party;SmartTV;743;157;0,21131;21;183
Cliente 1;08/06/2023;Image;Desktop;48118;415;0,00862;391;431
Cliente 1;08/06/2023;Third-party;SmartTV;36979;485;0,01312;333;316
Cliente 1;08/06/2023;Programmatic;Smartphone;49067;373;0,00760;14;89
Cliente 1;08/06/2023;Programmatic;Smartphone;9375;279;0,02976;102;401
Cliente 1;08/06/2023;HTML5;Tablet;44952;289;0,00643;42;442
Cliente 1;08/06/2023;Custom template;Tablet;4446;449;0,10099;340;74
Cliente 1;08/06/2023;Image;Smartphone;18512;187;0,01010;52;69
Cliente 1;08/06/2023;DoubleClick Rich Media;Tablet;13177;347;0,02633;80;442
Cliente 1;08/06/2023;Third-party;SmartTV;21500;175;0,00814;125;67
Cliente 1;08/06/2023;Video creative sets;SmartTV;44788;406;0,00906;256;297
Cliente 1;08/06/2023;DoubleClick Rich Media;Desktop;1279;302;0,23612;119;54
Cliente 1;08/06/2023;Custom template;Tablet;1290;73;0,05659;2;66
Cliente 1;08/06/2023;Custom;Desktop;34748;348;0,01001;115;181
Cliente 1;08/06/2023;HTML5;SmartTV;37532;422;0,01124;289;230
Cliente 1;08/06/2023;Third-party;Smartphone;6318;363;0,05745;320;425
Cliente 1;08/06/2023;DoubleClick Rich Media;Desktop;47539;133;0,00280;37;361
Cliente 1;08/06/2023;Third-party;SmartTV;12173;270;0,02218;269;256
Cliente 1;08/06/2023;Video creative sets;Tablet;40094;351;0,00875;244;125
Cliente 1;08/06/2023;DoubleClick Rich Media;Tablet;40280;134;0,00333;127;470
Cliente 1;08/06/2023;Image;SmartTV;49199;195;0,00396;48;460
Cliente 1;08/06/2023;Video creative sets;Smartphone;22147;351;0,01585;322;99
Cliente 1;08/06/2023;HTML5;Tablet;27713;468;0,01689;462;188
Cliente 1;08/06/2023;DoubleClick Rich Media;Tablet;49278;270;0,00548;23;426
Cliente 1;08/06/2023;Custom;Smartphone;46601;220;0,00472;187;187
Cliente 1;08/06/2023;Other;SmartTV;36164;141;0,00390;19;83
Cliente 1;08/06/2023;Custom template;Desktop;15130;461;0,03047;350;365
Cliente 1;08/06/2023;Image;Smartphone;41034;36;0,00088;29;497
Cliente 1;08/06/2023;HTML5;Tablet;43614;460;0,01055;400;158
Cliente 1;08/06/2023;HTML5;Tablet;34281;216;0,00630;135;398
Cliente 1;08/06/2023;Custom;SmartTV;19628;316;0,01610;63;451
Cliente 1;08/06/2023;Custom;Smartphone;18427;67;0,00364;65;407
Cliente 1;08/06/2023;Third-party;SmartTV;10731;333;0,03103;178;481
Cliente 1;08/06/2023;DoubleClick Rich Media;Smartphone;42329;245;0,00579;128;318
Cliente 1;08/06/2023;Custom template;Smartphone;47738;275;0,00576;11;171
Cliente 1;08/06/2023;Custom template;Smartphone;34082;361;0,01059;260;47
Cliente 1;08/06/2023;Custom;Smartphone;30548;66;0,00216;14;439
Cliente 1;08/06/2023;Programmatic;Tablet;18397;55;0,00299;28;158
Cliente 1;08/06/2023;Custom template;SmartTV;21483;259;0,01206;11;291
Cliente 1;08/06/2023;DoubleClick Rich Media;SmartTV;8401;76;0,00905;36;468
Cliente 1;08/06/2023;DoubleClick Rich Media;SmartTV;11276;323;0,02864;105;188
Cliente 1;08/06/2023;Programmatic;Smartphone;39407;362;0,00919;313;197
Cliente 1;08/06/2023;Custom;SmartTV;44952;49;0,00109;15;36
Cliente 1;08/06/2023;Third-party;Desktop;7042;116;0,01647;88;371
Cliente 1;08/06/2023;Custom template;Tablet;12451;31;0,00249;24;62
Cliente 1;08/06/2023;HTML5;SmartTV;24390;325;0,01333;163;491
Cliente 1;08/06/2023;Custom;SmartTV;31271;280;0,00895;98;34
Cliente 1;08/06/2023;DoubleClick Rich Media;Desktop;25820;149;0,00577;118;312
Cliente 1;08/06/2023;HTML5;SmartTV;41733;443;0,01062;306;24
Cliente 1;08/06/2023;Programmatic;SmartTV;7952;468;0,05885;270;476
Cliente 1;09/06/2023;DoubleClick Rich Media;Smartphone;8270;476;0,05756;193;117
Cliente 1;09/06/2023;Programmatic;Tablet;26514;187;0,00705;51;59
Cliente 1;09/06/2023;Third-party;Tablet;39674;452;0,01139;73;181
Cliente 1;09/06/2023;Image;Smartphone;36655;101;0,00276;55;28
Cliente 1;09/06/2023;DoubleClick Rich Media;Desktop;24176;381;0,01576;309;219
Cliente 1;09/06/2023;Image;Tablet;7365;102;0,01385;18;243
Cliente 1;09/06/2023;Programmatic;Smartphone;18114;388;0,02142;288;223
Cliente 1;09/06/2023;Third-party;Desktop;1144;219;0,19143;29;386
Cliente 1;09/06/2023;Programmatic;Tablet;7028;41;0,00583;8;149
Cliente 1;09/06/2023;Image;SmartTV;36549;185;0,00506;162;244
Cliente 1;09/06/2023;Custom;Tablet;25068;138;0,00551;61;240
Cliente 1;09/06/2023;Video creative sets;Tablet;28786;231;0,00802;83;315
Cliente 1;09/06/2023;Programmatic;Tablet;7776;248;0,03189;162;30
Cliente 1;09/06/2023;Other;Tablet;45092;491;0,01089;464;499
Cliente 1;09/06/2023;Other;Tablet;28124;54;0,00192;53;165
Cliente 1;09/06/2023;Third-party;Tablet;25680;424;0,01651;81;104
Cliente 1;09/06/2023;Image;Tablet;31482;157;0,00499;100;56
Cliente 1;09/06/2023;Image;Desktop;41276;489;0,01185;458;104
Cliente 1;09/06/2023;HTML5;SmartTV;34141;491;0,01438;218;310
Cliente 1;09/06/2023;Programmatic;Tablet;36022;371;0,01030;98;403
Cliente 1;09/06/2023;Video creative sets;Tablet;47386;31;0,00065;14;489
Cliente 1;09/06/2023;DoubleClick Rich Media;SmartTV;48475;11;0,00023;7;78
Cliente 1;09/06/2023;Custom template;Smartphone;20384;225;0,01104;31;226
Cliente 1;09/06/2023;Custom;Desktop;5318;385;0,07240;259;320
Cliente 1;09/06/2023;Third-party;Tablet;18907;289;0,01529;102;462
Cliente 1;09/06/2023;Video creative sets;Tablet;47811;387;0,00809;208;277
Cliente 1;09/06/2023;Custom;Desktop;41680;354;0,00849;95;275
Cliente 1;09/06/2023;Custom template;SmartTV;25612;411;0,01605;168;222
Cliente 1;09/06/2023;Video creative sets;SmartTV;22872;45;0,00197;43;435
Cliente 1;09/06/2023;Other;SmartTV;43174;366;0,00848;323;78
Cliente 1;09/06/2023;Image;Desktop;42815;197;0,00460;56;382
Cliente 1;09/06/2023;Custom;Desktop;9455;37;0,00391;9;175
Cliente 1;09/06/2023;Custom;Desktop;11047;348;0,03150;285;172
Cliente 1;09/06/2023;Programmatic;Desktop;18855;393;0,02084;336;55
Cliente 1;09/06/2023;Video creative sets;Tablet;23911;427;0,01786;117;354
Cliente 1;09/06/2023;Custom template;SmartTV;16490;158;0,00958;72;137
Cliente 1;09/06/2023;HTML5;Smartphone;32301;325;0,01006;8;117
Cliente 1;09/06/2023;Custom template;Tablet;29547;135;0,00457;117;295
Cliente 1;09/06/2023;Video creative sets;Tablet;33573;470;0,01400;283;209
Cliente 1;09/06/2023;Programmatic;Desktop;12601;355;0,02817;194;412
Cliente 1;09/06/2023;DoubleClick Rich Media;Smartphone;41215;249;0,00604;95;406
Cliente 1;09/06/2023;Custom;Desktop;19033;472;0,02480;24;216
Cliente 1;09/06/2023;Custom;SmartTV;32170;233;0,00724;11;211
Cliente 1;09/06/2023;Programmatic;Smartphone;44280;91;0,00206;50;162
Cliente 1;09/06/2023;Custom template;Desktop;45079;96;0,00213;3;30
Cliente 1;09/06/2023;Video creative sets;Desktop;20472;457;0,02232;360;403
Cliente 1;09/06/2023;Programmatic;SmartTV;3905;478;0,12241;260;461
Cliente 1;09/06/2023;Programmatic;Tablet;49479;82;0,00166;12;303
Cliente 1;09/06/2023;Image;Tablet;31055;97;0,00312;19;224
Cliente 1;09/06/2023;Other;SmartTV;5715;85;0,01487;25;155
Cliente 1;09/06/2023;Video creative sets;Smartphone;38838;13;0,00033;10;145
Cliente 1;09/06/2023;Programmatic;Smartphone;31097;440;0,01415;72;133
Cliente 1;09/06/2023;HTML5;Smartphone;22434;477;0,02126;430;20
Cliente 1;09/06/2023;Image;Desktop;36104;218;0,00604;31;72
Cliente 1;09/06/2023;Video creative sets;Smartphone;49528;38;0,00077;2;193
Cliente 1;09/06/2023;Custom template;Smartphone;1075;118;0,10977;116;479
Cliente 1;09/06/2023;HTML5;Tablet;45749;307;0,00671;130;273
Cliente 1;09/06/2023;DoubleClick Rich Media;SmartTV;7588;177;0,02333;31;77
Cliente 1;09/06/2023;Video creative sets;Tablet;14933;177;0,01185;174;485
Cliente 1;09/06/2023;Third-party;Tablet;2438;342;0,14028;326;449
Cliente 1;09/06/2023;HTML5;SmartTV;16674;135;0,00810;64;51
Cliente 1;09/06/2023;Other;Smartphone;41641;389;0,00934;357;438
Cliente 1;09/06/2023;Other;Tablet;43387;258;0,00595;207;216
Cliente 1;09/06/2023;Image;Desktop;40728;436;0,01071;192;268
Cliente 1;09/06/2023;Programmatic;Smartphone;5594;385;0,06882;327;388
Cliente 1;09/06/2023;Programmatic;Smartphone;20943;209;0,00998;202;46
Cliente 1;09/06/2023;Custom template;Desktop;27453;322;0,01173;175;497
Cliente 1;09/06/2023;Other;SmartTV;7180;161;0,02242;31;83
Cliente 1;09/06/2023;Image;Desktop;20292;335;0,01651;26;194
Cliente 1;09/06/2023;Custom;Smartphone;32496;218;0,00671;158;1
Cliente 1;09/06/2023;Image;SmartTV;40629;384;0,00945;224;477
Cliente 1;09/06/2023;HTML5;Tablet;19890;374;0,01880;76;427
Cliente 1;09/06/2023;Custom template;Smartphone;26587;355;0,01335;332;423
Cliente 1;09/06/2023;Programmatic;Tablet;48713;388;0,00797;149;261
Cliente 1;09/06/2023;Third-party;Desktop;4114;71;0,01726;36;189
Cliente 1;09/06/2023;Third-party;Desktop;22507;31;0,00138;15;413
Cliente 1;09/06/2023;Custom;Smartphone;189;485;2,56614;431;450
Cliente 1;09/06/2023;Image;SmartTV;29071;421;0,01448;299;424
Cliente 1;10/06/2023;Custom;Tablet;22736;366;0,01610;18;193
Cliente 1;10/06/2023;Programmatic;Smartphone;29843;347;0,01163;254;45
Cliente 1;10/06/2023;Image;Smartphone;7116;324;0,04553;11;272
Cliente 1;10/06/2023;Video creative sets;Desktop;42714;74;0,00173;37;62
Cliente 1;10/06/2023;Other;Smartphone;33781;49;0,00145;39;451
Cliente 1;10/06/2023;Image;Tablet;28887;450;0,01558;195;346
Cliente 1;10/06/2023;Image;Tablet;34436;103;0,00299;69;306
Cliente 1;10/06/2023;Video creative sets;Smartphone;24748;212;0,00857;60;29
Cliente 1;10/06/2023;Video creative sets;Desktop;33060;13;0,00039;6;392
Cliente 1;10/06/2023;Third-party;Tablet;46770;287;0,00614;23;491
Cliente 1;10/06/2023;Programmatic;Smartphone;36873;140;0,00380;37;11
Cliente 1;10/06/2023;Programmatic;SmartTV;27066;427;0,01578;411;80
Cliente 1;10/06/2023;Custom template;Desktop;23068;333;0,01444;120;182
Cliente 1;10/06/2023;Programmatic;Tablet;28642;215;0,00751;83;485
Cliente 1;10/06/2023;Custom template;SmartTV;3089;430;0,13920;324;93
Cliente 1;10/06/2023;Custom template;SmartTV;14742;411;0,02788;166;457
Cliente 1;10/06/2023;Video creative sets;Tablet;31839;475;0,01492;237;200
Cliente 1;10/06/2023;Other;Tablet;29478;487;0,01652;197;323
Cliente 1;10/06/2023;Image;Tablet;34406;168;0,00488;8;50
Cliente 1;10/06/2023;Third-party;Smartphone;41352;346;0,00837;315;49
Cliente 1;10/06/2023;Third-party;Tablet;35426;315;0,00889;287;172
Cliente 1;10/06/2023;Video creative sets;Tablet;18593;460;0,02474;331;450
Cliente 1;10/06/2023;DoubleClick Rich Media;SmartTV;46771;377;0,00806;264;317
Cliente 1;10/06/2023;Image;SmartTV;45275;326;0,00720;290;370
Cliente 1;10/06/2023;HTML5;Desktop;47135;227;0,00482;70;458
Cliente 1;10/06/2023;Third-party;SmartTV;37461;477;0,01273;6;269
Cliente 1;10/06/2023;Image;Tablet;15655;76;0,00485;6;459
Cliente 1;10/06/2023;Third-party;Desktop;27801;444;0,01597;54;91
Cliente 1;10/06/2023;Programmatic;Tablet;23599;339;0,01437;225;66
Cliente 1;10/06/2023;Custom template;Tablet;48665;242;0,00497;236;132
